조사서번호,화재발생년월일,읍면동,세부주소,대상(도로)명,지역대거리,지번동,지번리,도로명주소,위도,경도
'170415202822948,2017-04-15 16:59,세도면,'250-10 ,기타 - 컨테이너,2.3,세도면,간대리,,0,0
'170416155140949,2017-04-16 13:39,내산면,'225-1 1리. 지번무시/사차선도로 밑,트랙터,1,내산면,운치리,,0,0
'170416211208054,2017-04-16 17:09,석성면,'500- ,,2.4,석성면,증산리,선사로 6,0,0
'170416221056544,2017-04-16 17:29,세도면,'618- 청송리3구,창고,5.3,세도면,청송리,,0,0
'170417045829615,2017-04-17 2:33,양화면,'426- 지번무시/2리 마을회관 300m전방 김종규 개인 벼창고,창고,7.1,양화면,수원리,양화서로 648,0,0
'170417185127037,2017-04-17 16:41,은산면,'5-2 서천공주고속도로 하행선 부여IC 직전,자동차,0,은산면,은산리,,0,0
'170425152417135,2017-04-25 13:49,규암면,'648-4 합송2구 회관앞,기타,0,규암면,합송리,합송서로 60,0,0
'170427040435123,2017-04-26 23:35,양화면,'269- ,주거시설-단독주택,2,양화면,오량리,오초로 62-10,0,0
'170427130255483,2017-04-27 11:14,내산면,'386-2 외곽도로 외산방향 부여방향 입구 / 지번무시,차량화재,2.2,내산면,주암리,,0,0
'170427194723791,2017-04-27 14:13,임천면,'33- 만사리에서 발산리 방향,임야화재,0,임천면,발산리,만가로273번길 30-1,0,0
'170429180850584,2017-04-29 13:23,부여읍,'71- ,임야,0,부여읍,정동리,,0,0
'170430164716237,2017-04-30 14:48,규암면,'456-3 ,기타-야외,0,규암면,노화리,,0,0
'170501204844937,2017-05-01 13:36,충화면,'33-1 ,임야,0,충화면,오덕리,,0,0
'170502151229984,2017-05-02 12:11,부여읍,'1013-4 ,비닐하우스,0,부여읍,정동리,,0,0
'170505134734383,2017-05-05 12:16,홍산면,'165-5 도로상,자동차,0,홍산면,남촌리,,0,0
'170505172815766,2017-05-05 15:56,옥산면,'173-6 답,비닐하우스,0,옥산면,가덕리,,0,0
'170508172137654,2017-05-08 13:24,구룡면,'560-19 ,주택 비닐하우스 창고,3.3,구룡면,용당리,용당로 6,0,0
'170508185930663,2017-05-08 14:07,외산면,'31- ,임야,0,외산면,갈산리,,0,0
'170515173034762,2017-05-15 15:40,임천면,'139-3 ,비닐하우스,0,임천면,만사리,충절로1001번길 37,0,0
'170515235104887,2017-05-15 21:08,부여읍,'544-1 쌍북연립 3층 302호,연립주택,0,부여읍,쌍북리,성왕로273번길 15,0,0
'170522120529481,2017-05-19 11:31,은산면,'24-3 ,밭(전),0,은산면,가중리,,0,0
'170522165306080,2017-05-22 14:36,은산면,' - 서천공주간 곳도로 공주방향 부여ic 바로전,자동차,0,은산면,가중리,,0,0
'170523184924085,2017-05-23 17:06,홍산면,'178-5 도로상,자동차,0,홍산면,북촌리,,0,0
'170526141100856,2017-05-26 11:53,세도면,'464-1 인세초등학교 옆,,2.4,세도면,귀덕리,,0,0
'170527135734707,2017-05-27 10:49,외산면,'52-2 ,단독주택,0,외산면,가덕리,가덕로149번길 17-31,0,0
'170531162610590,2017-05-31 13:34,규암면,'6-3 ,공장,0,규암면,모리,충절로 2488-15,0,0
'170602174354829,2017-06-02 14:30,규암면,'297-7 진흥농기계,트렉터,0,규암면,반산리,흥수로 723,0,0
'170603222736380,2017-06-03 20:47,부여읍,'180- 수정교회 인근,컨테이너,0,부여읍,능산리,능안로7번길 22-5,0,0
'170604172805651,2017-06-04 14:46,석성면,'1132- ,기타,0.6,석성면,증산리,종북로 46,0,0
'170604194447428,2017-06-04 16:16,부여읍,'367- 마을창고,마을공동창고,0,부여읍,현북리,동문로 375,0,0
'170605170218955,2017-06-05 10:45,세도면,'21-1 지번무시,임야,2.1,세도면,동사리,,0,0
'170605175014624,2017-06-05 14:01,임천면,'292- ,주택(헛간),0,임천면,만사리,만가로 106-12,0,0
'170608012849934,2017-06-08 0:22,외산면,'34-23 도로상,1톤 포터차량,0,외산면,만수리,,0,0
'170610163530177,2017-06-10 12:11,규암면,'78- ,임야,0,규암면,신성리,,0,0
'170611193446714,2017-06-11 16:10,장암면,'393-20 ,창고,0,장암면,석동리,,0,0
'170613013717237,2017-06-13 0:00,규암면,' - ,동식물시설(양계장),3.2,규암면,합송리,,0,0
'170616192128778,2017-06-16 12:04,초촌면,'13- ,임야,2.9,초촌면,응평리,,0,0
'170616201045970,2017-06-16 15:03,남면,'660-3 ,들불,1,남면,회동리,,0,0
'170622181108794,2017-06-22 13:29,은산면,'205- 외1필지,임야(들불),0,은산면,신대리,,0,0
'170623214840022,2017-06-23 18:15,세도면,'29-35 ,차량,4.5,세도면,가회리,부흥로1095번길 22-3,0,0
'170624143913169,2017-06-24 12:47,장암면,'66-12 성흔교회 인근,,0,장암면,지토리,,0,0
'170625204210006,2017-06-25 18:39,남면,'428- 1 외1필지,비닐하우스,2.7,남면,대선리,,0,0
'170630115022842,2017-06-30 7:19,홍산면,' - 서천공주 고속도로 서천방향19.6,자동차,0,홍산면,좌홍리,,0,0
'170709224001958,2017-07-09 20:33,석성면,'1215-6 코니아일랜드 아이스크림공장,코니아일랜드,3.8,석성면,증산리,왕릉로 751,0,0
'170711163822845,2017-07-11 14:46,은산면,'131- 김낙중 댁,단독주택,0,은산면,나령리,조령동로95번길 7,0,0
'170714232631431,2017-07-14 19:53,홍산면,'331-1 ,주택,0,홍산면,북촌리,북촌로40번길 10,0,0
'170718210824764,2017-07-18 18:43,장암면,'318-3 ,기타-부교,0,장암면,합곡리,마정로 348,0,0
'170723111752151,2017-07-23 8:05,석성면,'354-1 ,주택,1.8,석성면,현내리,금백로347번길 24,0,0
'170728172859762,2017-07-28 15:49,장암면,'21-9 도로상,자동차,0,장암면,합곡리,,0,0
'170728215634896,2017-07-28 20:01,외산면,'218- 외산면 장항리 마을회관 앞/ 지번무시,,0,외산면,장항리,만수로441번길 38,0,0
'170729184032646,2017-07-29 13:13,규암면,'7-4 도로상,자동차,0,규암면,석우리,,0,0
'170729200025178,2017-07-29 14:13,옥산면,'32-1 ,자동차(갤로퍼이노베이션밴),0,옥산면,상기리,,0,0
'170801052428287,2017-08-01 2:01,부여읍,'585-6 ,근린생활시설(1층주택),0,부여읍,쌍북리,계백로 405,0,0
'170801122728147,2017-08-01 10:12,임천면,'410-4 성림에코산업,공장시설,0,임천면,점리,충절로 1418,0,0
'170801170825881,2017-08-01 15:29,규암면,'483-5 ,단독주택,0,규암면,합송리,합송동로36번길 9-3,0,0
'170802102020709,2017-08-02 8:14,외산면,'51-30 지번무시/외산로 56 /그린주유소 옆,,0,외산면,만수리,,0,0
'170817183422604,2017-08-17 16:38,부여읍,'175- 부여관광파크,부여관광파크,0,부여읍,석목리,백제문화로 33,0,0
'170830012257282,2017-08-29 22:47,초촌면,'313-11 ,비닐하우스(전),0,초촌면,응평리,,0,0
'170908124733396,2017-09-08 11:20,부여읍,'93- ,창고,0,부여읍,왕포리,왕중로70번길 8-14,0,0
'170921165808429,2017-09-21 13:06,내산면,'4-1 ,임야,8.6,내산면,금지리,삽티로 622-15,0,0
'170921224153804,2017-09-21 20:13,규암면,'839- ,천년치킨호프(천년나무아파트 상가103호,0,규암면,내리,내동로 26,0,0
'170924132223742,2017-09-24 12:00,규암면,'410-1 반산저수지 중간부근,둑방화재,0,규암면,합송리,,0,0
'170925104342320,2017-09-25 8:24,남면,'149- ,주택,2.3,남면,송암리,송암로48번길 10-13,0,0
'170926191318677,2017-09-26 17:06,부여읍,'31-1 용정리 공동묘지,임야 - 들불 - 묘지,0,부여읍,용정리,,0,0
'171009132048250,2017-10-09 12:17,부여읍,'288-1 구드래잔디구장,무선모형비행기 ,0,부여읍,구교리,,0,0
'171022151951581,2017-10-22 10:42,홍산면,'1-26 옛날 보건소 자리 뒷산에 (향교인근) / 지번무시,임야,0,홍산면,남촌리,,0,0
'171022153515057,2017-10-22 11:07,홍산면,'85- 지번무시/ 토정2리 64길 62,양계장,0,홍산면,토정리,,0,0
'171024160534676,2017-10-23 15:20,홍산면,'320-6 홍산농공단지 내 공동묘지,임야-들불(공동묘지),0,홍산면,홍양리,,0,0
'171024052518781,2017-10-24 3:08,양화면,'75-2 ,주택,0.1,양화면,입포리,입포로 66-3,0,0
'171024115322681,2017-10-24 9:49,규암면,'297-7 진흥종합농기계 하우스,천막하우스(한복판매),0,규암면,반산리,흥수로 723,0,0
'171025234618885,2017-10-25 20:53,규암면,'337-2 ,자동차,0,규암면,신리,,0,0
'171026121846305,2017-10-26 7:32,구룡면,'185- ,기타 -한성곡물건조기,2.5,구룡면,죽절리,망해로74번길 30-8,0,0
'171027234702458,2017-10-27 19:40,외산면,'380- ,현대농장,0,외산면,장항리,만수로 335,0,0
'171028155839858,2017-10-28 13:55,세도면,'190- 청포리 교회 옆,임야(대나무밭),3.6,세도면,청포리,,0,0
'171029132730495,2017-10-29 12:13,장암면,'261-19 노상,차량,0,장암면,합곡리,,0,0
'171029234440463,2017-10-29 22:16,규암면,'253-9 ,주택,0,규암면,반산리,흥수로811번길 23-6,0,0
'171101213556337,2017-11-01 18:25,임천면,'84- ,단독주택 내 창고,0,임천면,발산리,만가로273번길 30-12,0,0
'171104143139028,2017-11-04 10:34,은산면,'215- ,신안농장,0,은산면,회곡리,회곡저실로 55,0,0
'171105184047432,2017-11-05 14:31,세도면,'112-5 ,단독주택,0,세도면,반조원리,세도로461번길 34,0,0
'171107182035785,2017-11-07 16:09,내산면,'178- ,주택,2.5,내산면,저동리,성충로지우길 12-5,0,0
'171109021913608,2017-11-08 20:42,옥산면,'191-1 ,돈사화재,0,옥산면,학산리,옥산북로 285,0,0
'171109160852520,2017-11-09 13:24,내산면,'488-12 ,주택,0.5,내산면,운치리,성충로 1006-18,0,0
'171116102808708,2017-11-15 15:10,세도면,'4-1 ,,2.5,세도면,수고리,,0,0
'171115215850900,2017-11-15 20:23,외산면,'120- ,화목보일러,0,외산면,전장리,만수로550번길 16,0,0
'171120221534647,2017-11-20 19:29,옥산면,'583- ,임야,0,옥산면,봉산리,,0,0
'171121160610547,2017-11-21 6:00,규암면,'303-3 대동황토방아파트 102-702,아파트,0,규암면,반산리,,0,0
'171121165606479,2017-11-21 11:04,충화면,'297- ,,0,충화면,지석리,,0,0
'171121234535027,2017-11-21 18:17,세도면,'623- 절골부락,일석2농장,5.2,세도면,사산리,의자로187번길 125,0,0
'171128195826801,2017-11-28 16:43,홍산면,'315-29 ,주택,0,홍산면,남촌리,안남로 281-6,0,0
'171201145047505,2017-12-01 11:18,초촌면,'480-4 ,기타-야적장,3,초촌면,소사리,,0,0
'171205145612638,2017-12-05 13:06,부여읍,'175-2 염창3리회관 뒤 쓰레기 분리 수거장,쓰레기 분리 수거장,0,부여읍,염창리,염창로 98,0,0
'171205230454979,2017-12-05 21:32,부여읍,'126-1 ,일반음식점,0,부여읍,구아리,나성로 100,0,0
'171207043251091,2017-12-07 1:53,양화면,'400-3 ,주택,3.2,양화면,원당리,양화동로 451,0,0
'171212151234651,2017-12-12 12:33,은산면,'108-1 현재지번 옆집,주택화재,0,은산면,가중리,가중로25번길 4-1,0,0
'171214045743804,2017-12-13 22:53,장암면,'20- ,,0,장암면,정암리,와요로 41-41,0,0
'171215163533474,2017-12-15 12:23,옥산면,'329-4 ,창고화재,1.4,옥산면,내대리,옥산동로 81-3,0,0
'171215210608577,2017-12-15 17:47,은산면,'397-2 ,주택,0,은산면,신대리,충절로 2771,0,0
'171217001548882,2017-12-16 22:33,부여읍,'172-1 ,부여야외스케이트공사장,0,부여읍,동남리,,0,0
'171218045314462,2017-12-18 2:02,양화면,'64-2 마을회관옆,기타화재,0.5,양화면,입포리,입포로 65-3,0,0
'171219002725074,2017-12-18 20:32,충화면,'42- 이범력 님,주택화재,0,충화면,만지리,만지동로20번길 60,0,0
'171220131020614,2017-12-19 14:00,은산면,'274-1 ,전동카트(C6H-0845AA),0,은산면,나령리,충절로 3734-82,0,0
'171219172757690,2017-12-19 15:52,은산면,' - 공주서천고속도로  공주방향  32.2K,자동차 - 화물차,0,은산면,신대리,,0,0
'171222131224663,2017-12-22 11:58,장암면,'25-10 GPS위치,,0,장암면,합곡리,,0,0
'171224115752721,2017-12-24 8:58,석성면,'720-1 ,주택화재,5.7,석성면,비당리,비당로109번길 46,0,0
'171231190538391,2017-12-31 16:40,남면,'215-9 외 1필지,남면농장(양계장),0,남면,내곡리,남성로 310,0,0
'170104211610040,2017-01-04 17:15,외산면,'377- ,기타야외(웅천천),0,외산면,전장리,,0,0
'170105145519122,2017-01-05 12:03,부여읍,'68-1 ,단독주택,0,부여읍,저석리,삼충로서원북길 27,0,0
'170106172015588,2017-01-06 15:54,초촌면,'53-1 평정마을,창고,0,초촌면,신암리,신암로177번길 42-1,0,0
'170108180443919,2017-01-08 14:07,규암면,'83-2 외 1필지,비닐하우스 외,0,규암면,내리,,0,0
'170108192613118,2017-01-08 15:44,홍산면,'401- 외 2필지,뚝방,0,홍산면,홍양리,,0,0
'170111171016379,2017-01-11 15:08,규암면,'1118-2 ,주택,0,규암면,합송리,흥수로 543-19,0,0
'170112230336527,2017-01-12 17:53,규암면,'1094-2 ,양계장,0,규암면,합송리,,0,0
'170113002546817,2017-01-12 18:52,은산면,'233- 은북로 108-2,주택,0,은산면,오번리,은북로 108-2,0,0
'170114141010288,2017-01-14 11:51,은산면,'39-6 ,들불,0,은산면,가중리,,0,0
'170114164043859,2017-01-14 14:56,규암면,'947-3 ,주택,0,규암면,합송리,합송서로24번길 21,0,0
'170115194614255,2017-01-15 17:41,세도면,'155- ,차량,0,세도면,청포리,망개로 66-10,0,0
'170117060539411,2017-01-17 3:18,규암면,'580- (백제문화단지 내),자재창고(천막구조),0,규암면,합정리,,0,0
'170119191149284,2017-01-19 18:03,규암면,'26-9 3구,둑방화재,0,규암면,외리,딴펄로 44,0,0
'170120134032692,2017-01-20 11:10,부여읍,'265-2 ,비닐하우스,0,부여읍,자왕리,,0,0
'170122182759747,2017-01-22 13:37,초촌면,'102-6 ,주택,0.3,초촌면,응평리,초촌로31번길 12,0,0
'170124184749841,2017-01-24 17:02,부여읍,'295-1 ,주택,0,부여읍,송간리,삼충로272번길 96-24,0,0
'170126111738326,2017-01-26 10:10,부여읍,'94- ,하수구(우수소형맨홀),0,부여읍,동남리,서동로 100,0,0
'170128031158860,2017-01-28 0:27,외산면,'19- ,단독주택,0,외산면,수신리,만수로신근북길 49-5,0,0
'170128182122146,2017-01-28 14:09,석성면,'744-2 ,단독주택,0,석성면,증산리,왕릉로797번길 39,0,0
'170129172048576,2017-01-29 14:03,충화면,'29- ,단독주택,0,충화면,가화리,충신로523번길 25-11,0,0
'170129182520999,2017-01-29 15:40,규암면,'209- 지피에스 값,저온창고,0,규암면,신리,백제문로304번길 14-2,0,0
'170131044021319,2017-01-31 3:08,부여읍,'119- ,비닐하우스,0,부여읍,염창리,염창로 58-23,0,0
'170131152021414,2017-01-31 12:52,석성면,'725-1 백제농산,건설기계,0,석성면,증산리,왕릉로767번길 15,0,0
'170201161118713,2017-02-01 12:56,부여읍,'420- 부여고등학교 후문,단독주택,0,부여읍,가탑리,금성로43번길 33,0,0
'170201170512230,2017-02-01 13:39,부여읍,'305- 외 3필지,들판,0,부여읍,쌍북리,,0,0
'170204211044423,2017-02-04 19:09,임천면,'526- ,단독주택,0,임천면,비정리,충절로 671-54,0,0
'170208234840036,2017-02-08 18:26,장암면,'61- ,단독주택,0,장암면,합곡리,합하로2번길 38,0,0
'170209205732549,2017-02-09 19:43,홍산면,'350-10 ,둑방화재,0,홍산면,남촌리,대백제로 670,0,0
'170211125125096,2017-02-11 12:07,규암면,'277-2 ,공터,0,규암면,외리,충절로2255번길 3,0,0
'170211201935140,2017-02-11 18:01,내산면,'69-6 ,명진육계(주),0,내산면,금지리,삽티로 606-3,0,0
'170213122445993,2017-02-13 10:02,초촌면,'482-13 ,비닐하우스 화재,5.5,초촌면,진호리,진호로31번길 2,0,0
'170215124435313,2017-02-15 10:22,세도면,'205-3 4리/마을부락 창고,창고화재,2.3,세도면,청송리,세도로 219-3,0,0
'170217230307106,2017-02-17 18:51,내산면,'174- ,주택,0,내산면,금지리,금지로 207-11,0,0
'170218233326241,2017-02-18 21:25,규암면,'876-8 ,비닐하우스,0,규암면,나복리,,0,0
'170222221306430,2017-02-22 20:37,석성면,'919-4 하얀성모텔 부근 부여--> 논산방향 도로상,차량화재,3,석성면,비당리,비당로319번길 12-10,0,0
'170224164021577,2017-02-24 11:35,초촌면,'48-3 ,주택 창고,2.2,초촌면,초평리,초평로216번길 65,0,0
'170225082631193,2017-02-25 4:41,홍산면,'394-2 토정리 피그텍,돈사,0,홍산면,토정리,토동로 108,0,0
'170304231816068,2017-03-04 20:03,남면,'844-8 외 1필지,기타- 비닐하우스,2,남면,송암리,,0,0
'170307082255413,2017-03-07 5:34,규암면,'475-4 부여IC → 청양IC / 33.3k,자동차,0,규암면,신성리,,0,0
'170310172630737,2017-03-10 14:23,석성면,'29-3 석성천,기타 - 컨테이너,2.3,석성면,석성리,,0,0
'170312151131983,2017-03-12 10:51,외산면,'23- ,임야,0,외산면,전장리,,0,0
'170312185306561,2017-03-12 16:35,세도면,'108-1 ,기타,4.7,세도면,반조원리,,0,0
'170315184003398,2017-03-15 16:16,세도면,'80- ,기타 - 비닐하우스,3.7,세도면,귀덕리,부흥로966번길 18-22,0,0
'170318182243966,2017-03-18 11:50,내산면,'91-1 ,임야 - 사유림,3.8,내산면,천보리,,0,0
'170319132356958,2017-03-19 11:16,석성면,'155- 상기번지 뒷산,기타화재,3.4,석성면,석성리,금백로206번길 17,0,0
'170319223247051,2017-03-19 19:19,세도면,'309- ,기타화재,5.8,세도면,가회리,가회로 213-21,0,0
'170320143011227,2017-03-20 11:35,임천면,'747- ,기타,0,임천면,구교리,,0,0
'170322013626921,2017-03-21 22:20,외산면,'92- ,주거시설-단독주택,0,외산면,만수리,무량로165번길 8,0,0
'170322101539691,2017-03-22 8:52,부여읍,'11-4 ,주택화재,0,부여읍,동남리,계백로 364,0,0
'170322194627184,2017-03-22 11:15,옥산면,'366- ,우사,0,옥산면,홍연리,홍연로 129,0,0
'170322220149156,2017-03-22 13:24,부여읍,'172- 신정리 초입,기타화재,0,부여읍,신정리,,0,0
'170322224219637,2017-03-22 15:30,남면,'900-1 ,기타화재,3.8,남면,마정리,마정로 46-8,0,0
'170323023434850,2017-03-23 0:47,구룡면,'133-7 ,비닐하우스,0,구룡면,태양리,흥수로223번길 39,0,0
'170323083215134,2017-03-23 7:00,홍산면,'119-3 지피에스//공주서천간 고속도로 공주방향 서부여 IC진입 전 교량 위,차량화재,0,홍산면,무정리,금사남로 40-16,0,0
'170323171750930,2017-03-23 15:06,임천면,'101-6  배수장 인근,기타,0,임천면,비정리,,0,0
'170330145310945,2017-03-30 12:45,부여읍,'300-1 ,기타-야외,0,부여읍,동남리,,0,0
'170331181827109,2017-03-31 16:11,은산면,'52- ,단독주택,0,은산면,합수리,합수로53번길 91-8,0,0
'170401015730981,2017-03-31 23:19,초촌면,'382-1 계림농장,동식물관련시설-양계장,5.8,초촌면,세탑리,세탑로 200,0,0
'170401052501954,2017-04-01 3:23,홍산면,'84-1 조현2리 65-1 옆집,,0,홍산면,조현리,송학로식송길 13-5,0,0
'170401163157872,2017-04-01 12:02,부여읍,'48- ,폐창고,0,부여읍,염창리,,0,0
'170403165444303,2017-04-03 15:03,옥산면,'107-4 지피에스 위치 학산리 인근,비일하우스 화재,0,옥산면,학산리,,0,0
'170404144111733,2017-04-04 12:36,부여읍,'460- ,주택,0,부여읍,용정리,백제문화로124번길 29-11,0,0
'170404211632850,2017-04-04 16:00,남면,'373-3 ,볏짚더미,1.2,남면,내곡리,금천로394번길 20,0,0
'170404220533447,2017-04-04 16:23,부여읍,'166-5 도로상,자동차,0,부여읍,능산리,,0,0
'170408110012292,2017-04-08 7:47,석성면,'793- ,가건물창고,4.2,석성면,현내리,석성로220번길 61-31,0,0
'170415193844667,2017-04-15 16:13,부여읍,'336-6 ,기타 - 비닐하우스,0,부여읍,용정리,,0,0
'170415202822948,2017-04-15 16:59,세도면,'250-10 ,기타 - 컨테이너,2.3,세도면,간대리,,0,0
'170416155140949,2017-04-16 13:39,내산면,'225-1 1리. 지번무시/사차선도로 밑,트랙터,1,내산면,운치리,,0,0
'170416211208054,2017-04-16 17:09,석성면,'500- ,,2.4,석성면,증산리,선사로 6,0,0
'170416221056544,2017-04-16 17:29,세도면,'618- 청송리3구,창고,5.3,세도면,청송리,,0,0
'170417045829615,2017-04-17 2:33,양화면,'426- 지번무시/2리 마을회관 300m전방 김종규 개인 벼창고,창고,7.1,양화면,수원리,양화서로 648,0,0
'170417185127037,2017-04-17 16:41,은산면,'5-2 서천공주고속도로 하행선 부여IC 직전,자동차,0,은산면,은산리,,0,0
'170425152417135,2017-04-25 13:49,규암면,'648-4 합송2구 회관앞,기타,0,규암면,합송리,합송서로 60,0,0
'170427040435123,2017-04-26 23:35,양화면,'269- ,주거시설-단독주택,2,양화면,오량리,오초로 62-10,0,0
'170427130255483,2017-04-27 11:14,내산면,'386-2 외곽도로 외산방향 부여방향 입구 / 지번무시,차량화재,2.2,내산면,주암리,,0,0
'170427194723791,2017-04-27 14:13,임천면,'33- 만사리에서 발산리 방향,임야화재,0,임천면,발산리,만가로273번길 30-1,0,0
'170429180850584,2017-04-29 13:23,부여읍,'71- ,임야,0,부여읍,정동리,,0,0
'170430164716237,2017-04-30 14:48,규암면,'456-3 ,기타-야외,0,규암면,노화리,,0,0
'170501204844937,2017-05-01 13:36,충화면,'33-1 ,임야,0,충화면,오덕리,,0,0
'170502151229984,2017-05-02 12:11,부여읍,'1013-4 ,비닐하우스,0,부여읍,정동리,,0,0
'170505134734383,2017-05-05 12:16,홍산면,'165-5 도로상,자동차,0,홍산면,남촌리,,0,0
'170505172815766,2017-05-05 15:56,옥산면,'173-6 답,비닐하우스,0,옥산면,가덕리,,0,0
'170508172137654,2017-05-08 13:24,구룡면,'560-19 ,주택 비닐하우스 창고,3.3,구룡면,용당리,용당로 6,0,0
'170508185930663,2017-05-08 14:07,외산면,'31- ,임야,0,외산면,갈산리,,0,0
'170515173034762,2017-05-15 15:40,임천면,'139-3 ,비닐하우스,0,임천면,만사리,충절로1001번길 37,0,0
'170515235104887,2017-05-15 21:08,부여읍,'544-1 쌍북연립 3층 302호,연립주택,0,부여읍,쌍북리,성왕로273번길 15,0,0
'170522120529481,2017-05-19 11:31,은산면,'24-3 ,밭(전),0,은산면,가중리,,0,0
'170522165306080,2017-05-22 14:36,은산면,' - 서천공주간 곳도로 공주방향 부여ic 바로전,자동차,0,은산면,가중리,,0,0
'170523184924085,2017-05-23 17:06,홍산면,'178-5 도로상,자동차,0,홍산면,북촌리,,0,0
'170526141100856,2017-05-26 11:53,세도면,'464-1 인세초등학교 옆,,2.4,세도면,귀덕리,,0,0
'170527135734707,2017-05-27 10:49,외산면,'52-2 ,단독주택,0,외산면,가덕리,가덕로149번길 17-31,0,0
'170531162610590,2017-05-31 13:34,규암면,'6-3 ,공장,0,규암면,모리,충절로 2488-15,0,0
'170602174354829,2017-06-02 14:30,규암면,'297-7 진흥농기계,트렉터,0,규암면,반산리,흥수로 723,0,0
'170603222736380,2017-06-03 20:47,부여읍,'180- 수정교회 인근,컨테이너,0,부여읍,능산리,능안로7번길 22-5,0,0
'170604172805651,2017-06-04 14:46,석성면,'1132- ,기타,0.6,석성면,증산리,종북로 46,0,0
'170604194447428,2017-06-04 16:16,부여읍,'367- 마을창고,마을공동창고,0,부여읍,현북리,동문로 375,0,0
'170605170218955,2017-06-05 10:45,세도면,'21-1 지번무시,임야,2.1,세도면,동사리,,0,0
'170605175014624,2017-06-05 14:01,임천면,'292- ,주택(헛간),0,임천면,만사리,만가로 106-12,0,0
'170608012849934,2017-06-08 0:22,외산면,'34-23 도로상,1톤 포터차량,0,외산면,만수리,,0,0
'170610163530177,2017-06-10 12:11,규암면,'78- ,임야,0,규암면,신성리,,0,0
'170611193446714,2017-06-11 16:10,장암면,'393-20 ,창고,0,장암면,석동리,,0,0
'170613013717237,2017-06-13 0:00,규암면,' - ,동식물시설(양계장),3.2,규암면,합송리,,0,0
'170616192128778,2017-06-16 12:04,초촌면,'13- ,임야,2.9,초촌면,응평리,,0,0
'170616201045970,2017-06-16 15:03,남면,'660-3 ,들불,1,남면,회동리,,0,0
'170622181108794,2017-06-22 13:29,은산면,'205- 외1필지,임야(들불),0,은산면,신대리,,0,0
'170623214840022,2017-06-23 18:15,세도면,'29-35 ,차량,4.5,세도면,가회리,부흥로1095번길 22-3,0,0
'170624143913169,2017-06-24 12:47,장암면,'66-12 성흔교회 인근,,0,장암면,지토리,,0,0
'170625204210006,2017-06-25 18:39,남면,'428- 1 외1필지,비닐하우스,2.7,남면,대선리,,0,0
'170630115022842,2017-06-30 7:19,홍산면,' - 서천공주 고속도로 서천방향19.6,자동차,0,홍산면,좌홍리,,0,0
'170709224001958,2017-07-09 20:33,석성면,'1215-6 코니아일랜드 아이스크림공장,코니아일랜드,3.8,석성면,증산리,왕릉로 751,0,0
'170711163822845,2017-07-11 14:46,은산면,'131- 김낙중 댁,단독주택,0,은산면,나령리,조령동로95번길 7,0,0
'170714232631431,2017-07-14 19:53,홍산면,'331-1 ,주택,0,홍산면,북촌리,북촌로40번길 10,0,0
'170718210824764,2017-07-18 18:43,장암면,'318-3 ,기타-부교,0,장암면,합곡리,마정로 348,0,0
'170723111752151,2017-07-23 8:05,석성면,'354-1 ,주택,1.8,석성면,현내리,금백로347번길 24,0,0
'170728172859762,2017-07-28 15:49,장암면,'21-9 도로상,자동차,0,장암면,합곡리,,0,0
'170728215634896,2017-07-28 20:01,외산면,'218- 외산면 장항리 마을회관 앞/ 지번무시,,0,외산면,장항리,만수로441번길 38,0,0
'170729184032646,2017-07-29 13:13,규암면,'7-4 도로상,자동차,0,규암면,석우리,,0,0
'170729200025178,2017-07-29 14:13,옥산면,'32-1 ,자동차(갤로퍼이노베이션밴),0,옥산면,상기리,,0,0
'170801052428287,2017-08-01 2:01,부여읍,'585-6 ,근린생활시설(1층주택),0,부여읍,쌍북리,계백로 405,0,0
'170801122728147,2017-08-01 10:12,임천면,'410-4 성림에코산업,공장시설,0,임천면,점리,충절로 1418,0,0
'170801170825881,2017-08-01 15:29,규암면,'483-5 ,단독주택,0,규암면,합송리,합송동로36번길 9-3,0,0
'170802102020709,2017-08-02 8:14,외산면,'51-30 지번무시/외산로 56 /그린주유소 옆,,0,외산면,만수리,,0,0
'170817183422604,2017-08-17 16:38,부여읍,'175- 부여관광파크,부여관광파크,0,부여읍,석목리,백제문화로 33,0,0
'170830012257282,2017-08-29 22:47,초촌면,'313-11 ,비닐하우스(전),0,초촌면,응평리,,0,0
'170908124733396,2017-09-08 11:20,부여읍,'93- ,창고,0,부여읍,왕포리,왕중로70번길 8-14,0,0
'170921165808429,2017-09-21 13:06,내산면,'4-1 ,임야,8.6,내산면,금지리,삽티로 622-15,0,0
'170921224153804,2017-09-21 20:13,규암면,'839- ,천년치킨호프(천년나무아파트 상가103호,0,규암면,내리,내동로 26,0,0
'170924132223742,2017-09-24 12:00,규암면,'410-1 반산저수지 중간부근,둑방화재,0,규암면,합송리,,0,0
'170925104342320,2017-09-25 8:24,남면,'149- ,주택,2.3,남면,송암리,송암로48번길 10-13,0,0
'170926191318677,2017-09-26 17:06,부여읍,'31-1 용정리 공동묘지,임야 - 들불 - 묘지,0,부여읍,용정리,,0,0
'171009132048250,2017-10-09 12:17,부여읍,'288-1 구드래잔디구장,무선모형비행기 ,0,부여읍,구교리,,0,0
'171022151951581,2017-10-22 10:42,홍산면,'1-26 옛날 보건소 자리 뒷산에 (향교인근) / 지번무시,임야,0,홍산면,남촌리,,0,0
